video_ID,episode_path,fps,duration in frames,width,height,source,signer,text
10000089,./videos_1_avi/2_LLC16703-Pr83-26-09-2022B3_audio_00:00:09.500_00:13:01.000_signer05.avi,25,19288,230,236,2,5,./whisperx/2_LLC16703-Pr83-26-09-2022B3_audio_00:00:09.500_00:13:01.000_signer05.json
10000090,./videos_1_avi/2_MVDCentral26-9-2022B1_audio_00:00:18.000_01:08:26.000_signer05.avi,25,102201,230,236,2,5,./whisperx/2_MVDCentral26-9-2022B1_audio_00:00:18.000_01:08:26.000_signer05.json
10000091,./videos_1_avi/2_MVDCentral26-9-2022B2_audio_00:00:07.000_00:06:33.500_signer05.avi,25,9663,230,236,2,5,./whisperx/2_MVDCentral26-9-2022B2_audio_00:00:07.000_00:06:33.500_signer05.json
10000092,./videos_1_avi/2_MiM16201-Pr362-26-09-2022B1_audio_00:00:24.500_00:33:51.000_signer06.avi,25,50163,230,236,2,6,./whisperx/2_MiM16201-Pr362-26-09-2022B1_audio_00:00:24.500_00:33:51.000_signer06.json
10000093,./videos_1_avi/2_MiM16202-Pr362-26-09-2022B2_audio_00:00:07.000_00:06:56.000_signer06.avi,25,10225,230,236,2,6,./whisperx/2_MiM16202-Pr362-26-09-2022B2_audio_00:00:07.000_00:06:56.000_signer06.json
10000094,./videos_1_avi/2_MiM16202-Pr362-26-09-2022B2_audio_00:09:43.000_00:16:45.000_signer06.avi,25,10550,230,236,2,6,./whisperx/2_MiM16202-Pr362-26-09-2022B2_audio_00:09:43.000_00:16:45.000_signer06.json
10000095,./videos_1_avi/2_MiM16301-Pr364-28-09-2022B1_audio_00:00:25.500_00:15:14.000_signer04.avi,25,22213,230,236,2,4,./whisperx/2_MiM16301-Pr364-28-09-2022B1_audio_00:00:25.500_00:15:14.000_signer04.json
10000096,./videos_1_avi/2_MiM16301-Pr364-28-09-2022B1_audio_00:22:04.000_00:31:41.000_signer04.avi,25,14426,230,236,2,4,./whisperx/2_MiM16301-Pr364-28-09-2022B1_audio_00:22:04.000_00:31:41.000_signer04.json
10000097,./videos_1_avi/2_MiM16302-Pr364-28-09-2022B2_audio_00:00:07.000_00:17:47.000_signer04.avi,25,26500,230,236,2,4,./whisperx/2_MiM16302-Pr364-28-09-2022B2_audio_00:00:07.000_00:17:47.000_signer04.json
10000098,./videos_1_avi/2_MiM16303-Pr365-29-09-2022B1_audio_00:00:25.250_00:30:48.500_signer06.avi,25,45583,230,236,2,6,./whisperx/2_MiM16303-Pr365-29-09-2022B1_audio_00:00:25.250_00:30:48.500_signer06.json
10000099,./videos_1_avi/2_MiM16304-Pr365-29-09-2022B2_audio_00:00:05.000_00:21:02.000_signer06.avi,25,31425,230,236,2,6,./whisperx/2_MiM16304-Pr365-29-09-2022B2_audio_00:00:05.000_00:21:02.000_signer06.json
10000100,./videos_1_avi/2_SoC03601-Pr01Bl1DptodeQuímicadelLitoral-Paysandú_audio_00:00:10.000_00:07:09.500_signer06.avi,25,10489,258,244,2,6,./whisperx/2_SoC03601-Pr01Bl1DptodeQuímicadelLitoral-Paysandú_audio_00:00:10.000_00:07:09.500_signer06.json
10000101,./videos_1_avi/2_SoC03601-Pr01Bl1DptodeQuímicadelLitoral-Paysandú_audio_00:10:55.500_00:11:31.750_signer06.avi,25,908,258,244,2,6,./whisperx/2_SoC03601-Pr01Bl1DptodeQuímicadelLitoral-Paysandú_audio_00:10:55.500_00:11:31.750_signer06.json
10000102,./videos_1_avi/2_SoC03601-Pr01Bl1DptodeQuímicadelLitoral-Paysandú_audio_00:15:56.500_00:17:05.250_signer06.avi,25,1720,258,244,2,6,./whisperx/2_SoC03601-Pr01Bl1DptodeQuímicadelLitoral-Paysandú_audio_00:15:56.500_00:17:05.250_signer06.json
10000103,./videos_1_avi/2_SoC03601-Pr01Bl1DptodeQuímicadelLitoral-Paysandú_audio_00:20:02.000_00:22:17.750_signer06.avi,25,3395,258,244,2,6,./whisperx/2_SoC03601-Pr01Bl1DptodeQuímicadelLitoral-Paysandú_audio_00:20:02.000_00:22:17.750_signer06.json
10000104,./videos_1_avi/2_SoC03602-Pr01Bl2DptodeQuímicadelLitoral-Paysandú_audio_00:00:21.500_00:15:33.000_signer06.avi,25,22789,258,244,2,6,./whisperx/2_SoC03602-Pr01Bl2DptodeQuímicadelLitoral-Paysandú_audio_00:00:21.500_00:15:33.000_signer06.json
10000105,./videos_1_avi/2_SoC03603-Pr01Bl3DptodeQuímicadelLitoral-Paysandú_audio_00:00:12.000_00:15:52.500_signer06.avi,25,23514,258,244,2,6,./whisperx/2_SoC03603-Pr01Bl3DptodeQuímicadelLitoral-Paysandú_audio_00:00:12.000_00:15:52.500_signer06.json
10000106,./videos_1_avi/2_SoC03604-Pr02Bl1Tuberculosis-InformeOSE_audio_00:00:08.000_00:14:32.500_signer06.avi,25,21614,258,244,2,6,./whisperx/2_SoC03604-Pr02Bl1Tuberculosis-InformeOSE_audio_00:00:08.000_00:14:32.500_signer06.json
10000107,./videos_1_avi/2_SoC03605-Pr02Bl2Tuberculosis-InformeOSE_audio_00:00:24.000_00:30:07.000_signer06.avi,25,44576,252,244,2,6,./whisperx/2_SoC03605-Pr02Bl2Tuberculosis-InformeOSE_audio_00:00:24.000_00:30:07.000_signer06.json
10000108,./videos_1_avi/2_SoC03606-Pr02Bl3Tuberculosis-InformeOSE_audio_00:00:10.000_00:12:37.000_signer06.avi,25,18676,252,244,2,6,./whisperx/2_SoC03606-Pr02Bl3Tuberculosis-InformeOSE_audio_00:00:10.000_00:12:37.000_signer06.json
10000109,./videos_1_avi/2_SoC03701-Pr03Bl1Microscopios-Info.LOreal-Info.URSEA_audio_00:00:07.500_00:15:23.000_signer06.avi,25,22889,258,244,2,6,./whisperx/2_SoC03701-Pr03Bl1Microscopios-Info.LOreal-Info.URSEA_audio_00:00:07.500_00:15:23.000_signer06.json
10000110,./videos_1_avi/2_SoC03702-Pr03Bl2Microscopios-Info.LOreal-Info.URSEA_audio_00:00:23.000_00:23:30.000_signer06.avi,25,34675,258,244,2,6,./whisperx/2_SoC03702-Pr03Bl2Microscopios-Info.LOreal-Info.URSEA_audio_00:00:23.000_00:23:30.000_signer06.json
10000111,./videos_1_avi/2_SoC03703-Pr03Bl3Microscopios-Info.LOreal-Info.URSEA_audio_00:00:10.500_00:10:59.000_signer06.avi,25,16213,258,244,2,6,./whisperx/2_SoC03703-Pr03Bl3Microscopios-Info.LOreal-Info.URSEA_audio_00:00:10.500_00:10:59.000_signer06.json
10000112,./videos_1_avi/2_SoC03704-Pr04-Virología-GranizoBl1_audio_00:00:25.000_00:17:24.000_signer04.avi,25,25476,258,244,2,4,./whisperx/2_SoC03704-Pr04-Virología-GranizoBl1_audio_00:00:25.000_00:17:24.000_signer04.json
10000113,./videos_1_avi/2_SoC03705-Pr04-Virología-GranizoBl2_audio_00:00:29.000_00:26:43.000_signer04.avi,25,39350,258,244,2,4,./whisperx/2_SoC03705-Pr04-Virología-GranizoBl2_audio_00:00:29.000_00:26:43.000_signer04.json
10000114,./videos_1_avi/2_SoC03706-Pr04-Virología-GranizoBl3_audio_00:00:19.000_00:10:25.000_signer04.avi,25,15151,258,244,2,4,./whisperx/2_SoC03706-Pr04-Virología-GranizoBl3_audio_00:00:19.000_00:10:25.000_signer04.json
10000115,./videos_1_avi/2_SoC03801-Pr05InformeIPAVB1_audio_00:00:04.000_00:17:32.000_signer02.avi,25,26201,258,244,2,2,./whisperx/2_SoC03801-Pr05InformeIPAVB1_audio_00:00:04.000_00:17:32.000_signer02.json
10000116,./videos_1_avi/2_SoC03802-Pr05InformeIPAVB2_audio_00:00:20.000_00:27:17.000_signer02.avi,25,40426,258,244,2,2,./whisperx/2_SoC03802-Pr05InformeIPAVB2_audio_00:00:20.000_00:27:17.000_signer02.json
10000117,./videos_1_avi/2_SoC03803-Pr05InformeIPAVB3_audio_00:00:09.000_00:09:13.000_signer02.avi,25,13601,258,244,2,2,./whisperx/2_SoC03803-Pr05InformeIPAVB3_audio_00:00:09.000_00:09:13.000_signer02.json
10000118,"./videos_1_avi/2_SoC03804-Pr06Mojica,F.Tancredi,G.B1_audio_00:00:08.000_00:17:52.000_signer02.avi",25,26601,258,244,2,2,"./whisperx/2_SoC03804-Pr06Mojica,F.Tancredi,G.B1_audio_00:00:08.000_00:17:52.000_signer02.json"
10000119,"./videos_1_avi/2_SoC03805-Pr06Mojica,F.Tancredi,G.B2_audio_00:00:24.000_00:22:27.000_signer02.avi",25,33076,258,244,2,2,"./whisperx/2_SoC03805-Pr06Mojica,F.Tancredi,G.B2_audio_00:00:24.000_00:22:27.000_signer02.json"
10000120,"./videos_1_avi/2_SoC03806-Pr06Mojica,F.Tancredi,G.B3_audio_00:00:13.000_00:12:27.000_signer02.avi",25,18350,258,244,2,2,"./whisperx/2_SoC03806-Pr06Mojica,F.Tancredi,G.B3_audio_00:00:13.000_00:12:27.000_signer02.json"
10000121,"./videos_1_avi/2_SoC03901-Pr07Bl1Ok-Ruiz,Paul-Inf.APPPsicoLectura_audio_00:00:11.500_00:13:33.000_signer02.avi",25,20038,258,244,2,2,"./whisperx/2_SoC03901-Pr07Bl1Ok-Ruiz,Paul-Inf.APPPsicoLectura_audio_00:00:11.500_00:13:33.000_signer02.json"
10000122,"./videos_1_avi/2_SoC03902-Pr07Bl2Ok-Ruiz,Paul-Inf.APPPsicoLectura_audio_00:00:24.000_00:22:41.000_signer02.avi",25,33426,258,244,2,2,"./whisperx/2_SoC03902-Pr07Bl2Ok-Ruiz,Paul-Inf.APPPsicoLectura_audio_00:00:24.000_00:22:41.000_signer02.json"
10000123,"./videos_1_avi/2_SoC03903-Pr07Bl3Ok-Ruiz,Paul-Inf.APPPsicoLectura_audio_00:00:10.500_00:14:50.000_signer02.avi",25,21988,258,244,2,2,"./whisperx/2_SoC03903-Pr07Bl3Ok-Ruiz,Paul-Inf.APPPsicoLectura_audio_00:00:10.500_00:14:50.000_signer02.json"
10000124,./videos_1_avi/2_SoC04001-Pr08-PlanCEIBALBl1_audio_00:00:07.500_00:14:36.000_signer02.avi,25,21714,258,244,2,2,./whisperx/2_SoC04001-Pr08-PlanCEIBALBl1_audio_00:00:07.500_00:14:36.000_signer02.json
10000125,./videos_1_avi/2_SoC04002-Pr08-PlanCEIBALBl2_audio_00:00:22.000_00:14:05.500_signer02.avi,25,20588,258,244,2,2,./whisperx/2_SoC04002-Pr08-PlanCEIBALBl2_audio_00:00:22.000_00:14:05.500_signer02.json
10000126,./videos_1_avi/2_SoC04101-Pr09Bl1ProgramaIIBCE-Abejas_audio_00:00:04.500_00:14:32.500_signer02.avi,25,21701,258,244,2,2,./whisperx/2_SoC04101-Pr09Bl1ProgramaIIBCE-Abejas_audio_00:00:04.500_00:14:32.500_signer02.json
10000127,./videos_1_avi/2_SoC04102-Pr09Bl2ProgramaIIBCE-Abejas_audio_00:00:44.000_00:29:20.000_signer02.avi,25,42901,258,244,2,2,./whisperx/2_SoC04102-Pr09Bl2ProgramaIIBCE-Abejas_audio_00:00:44.000_00:29:20.000_signer02.json
10000128,./videos_1_avi/2_SoC04103-Pr09Bl3ProgramaIIBCE-Abejas_audio_00:00:23.000_00:10:48.500_signer02.avi,25,15638,258,244,2,2,./whisperx/2_SoC04103-Pr09Bl3ProgramaIIBCE-Abejas_audio_00:00:23.000_00:10:48.500_signer02.json
10000129,./videos_1_avi/2_SoC04104-Pr10Bl1CienciayDDHH_audio_00:00:13.500_00:16:11.000_signer02.avi,25,23939,258,244,2,2,./whisperx/2_SoC04104-Pr10Bl1CienciayDDHH_audio_00:00:13.500_00:16:11.000_signer02.json
10000130,./videos_1_avi/2_SoC04105-Pr10Bl2CienciayDDHH_audio_00:00:22.000_00:27:48.500_signer02.avi,25,41163,258,244,2,2,./whisperx/2_SoC04105-Pr10Bl2CienciayDDHH_audio_00:00:22.000_00:27:48.500_signer02.json
10000131,./videos_1_avi/2_SoC04106-Pr10Bl3CienciayDDHH_audio_00:00:12.000_00:13:08.000_signer02.avi,25,19401,258,244,2,2,./whisperx/2_SoC04106-Pr10Bl3CienciayDDHH_audio_00:00:12.000_00:13:08.000_signer02.json
10000132,./videos_1_avi/2_SoC04301-Pr11-Megafauna-CienciayDesarrolloBl1_audio_00:00:09.000_00:17:58.000_signer02.avi,25,26726,258,244,2,2,./whisperx/2_SoC04301-Pr11-Megafauna-CienciayDesarrolloBl1_audio_00:00:09.000_00:17:58.000_signer02.json
10000133,./videos_1_avi/2_SoC04302-Pr11-Megafauna-CienciayDesarrolloBl2_audio_00:00:24.000_00:23:34.000_signer02.avi,25,34751,258,244,2,2,./whisperx/2_SoC04302-Pr11-Megafauna-CienciayDesarrolloBl2_audio_00:00:24.000_00:23:34.000_signer02.json
10000134,./videos_1_avi/2_SoC04303-Pr11-Megafauna-CienciayDesarrolloBl3_audio_00:00:08.000_00:13:23.000_signer02.avi,25,19876,258,244,2,2,./whisperx/2_SoC04303-Pr11-Megafauna-CienciayDesarrolloBl3_audio_00:00:08.000_00:13:23.000_signer02.json
10000135,./videos_1_avi/2_SoC04304-Pr12-EspeciesexóticasB1_audio_00:00:08.000_00:16:49.000_signer02.avi,25,25026,258,244,2,2,./whisperx/2_SoC04304-Pr12-EspeciesexóticasB1_audio_00:00:08.000_00:16:49.000_signer02.json
10000136,./videos_1_avi/2_SoC04305-Pr12-EspeciesexóticasB2_audio_00:00:22.000_00:22:12.500_signer02.avi,25,32763,258,244,2,2,./whisperx/2_SoC04305-Pr12-EspeciesexóticasB2_audio_00:00:22.000_00:22:12.500_signer02.json
10000137,./videos_1_avi/2_SoC04306-Pr12-EspeciesexóticasB3_audio_00:00:11.000_00:10:10.000_signer02.avi,25,14976,258,244,2,2,./whisperx/2_SoC04306-Pr12-EspeciesexóticasB3_audio_00:00:11.000_00:10:10.000_signer02.json
10000138,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_00:06:36.000_00:26:08.000_signer09.avi,25,29300,348,390,3,9,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_00:06:36.000_00:26:08.000_signer09.json
10000139,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_00:26:11.000_00:45:11.000_signer07.avi,25,28500,348,390,3,7,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_00:26:11.000_00:45:11.000_signer07.json
10000140,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_00:45:13.000_01:05:16.500_signer09.avi,25,30088,348,390,3,9,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_00:45:13.000_01:05:16.500_signer09.json
10000141,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_01:05:18.500_01:27:41.000_signer07.avi,25,33564,348,390,3,7,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_01:05:18.500_01:27:41.000_signer07.json
10000142,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_01:27:44.000_01:45:59.000_signer09.avi,25,27376,348,390,3,9,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_01:27:44.000_01:45:59.000_signer09.json
10000143,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_01:46:01.000_02:10:40.000_signer07.avi,25,36975,348,390,3,7,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_01:46:01.000_02:10:40.000_signer07.json
10000144,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_02:10:42.000_02:37:49.000_signer09.avi,25,40676,348,390,3,9,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_02:10:42.000_02:37:49.000_signer09.json
10000145,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_02:37:52.000_02:58:24.000_signer07.avi,25,30801,348,390,3,7,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_02:37:52.000_02:58:24.000_signer07.json
10000146,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_02:58:27.000_03:20:39.000_signer09.avi,25,33300,348,390,3,9,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_02:58:27.000_03:20:39.000_signer09.json
10000147,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_03:20:42.000_03:55:52.500_signer07.avi,25,52764,348,390,3,7,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_03:20:42.000_03:55:52.500_signer07.json
10000148,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_03:55:55.000_03:56:15.000_signer09.avi,25,501,348,390,3,9,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_03:55:55.000_03:56:15.000_signer09.json
10000149,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_04:21:33.000_04:39:16.500_signer09.avi,25,26588,348,390,3,9,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_04:21:33.000_04:39:16.500_signer09.json
10000150,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_04:39:20.000_05:01:30.500_signer07.avi,25,33264,348,390,3,7,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_04:39:20.000_05:01:30.500_signer07.json
10000151,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_05:01:34.000_05:26:16.000_signer09.avi,25,37051,348,390,3,9,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_05:01:34.000_05:26:16.000_signer09.json
10000152,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_05:26:18.000_05:50:27.500_signer07.avi,25,36238,348,390,3,7,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_05:26:18.000_05:50:27.500_signer07.json
10000153,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_05:50:33.000_06:15:01.000_signer09.avi,25,36701,348,390,3,9,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_05:50:33.000_06:15:01.000_signer09.json
10000154,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_06:15:03.700_06:41:30.200_signer07.avi,25,39664,348,390,3,7,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_06:15:03.700_06:41:30.200_signer07.json
10000155,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_06:41:35.000_07:02:28.000_signer09.avi,25,31325,348,390,3,9,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_06:41:35.000_07:02:28.000_signer09.json
10000156,./videos_1_avi/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_07:02:31.500_07:08:13.500_signer07.avi,25,8551,348,390,3,7,./whisperx/3_2017_11_Noviembre_1-11_cit_38_-_2017-11-01_SENADO_completo_audio_07:02:31.500_07:08:13.500_signer07.json
